1, 0, 2048, 9874420
2, 32768, 2048, 9874420
3, 65536, 2048, 9874420
4, 98304, 2048, 9874420
5, 131072, 2048, 9874420
6, 163840, 2048, 9874420
7, 196608, 2048, 9874420
8, 229376, 2048, 9874420
9, 262144, 2048, 9874420
10, 294912, 2048, 9874420
11, 327680, 2048, 9874420
12, 360448, 2048, 9874420
13, 393216, 2048, 9874420
14, 425984, 2048, 9874420
15, 458752, 2048, 9874420
16, 491520, 2048, 9874420
17, 524288, 2048, 9874420
18, 557056, 2048, 9874420
19, 589824, 2048, 9874420
20, 622592, 2048, 9874420
21, 655360, 2048, 9874420
22, 688128, 2048, 9874420
23, 720896, 2048, 9874420
24, 753664, 2048, 9874420
25, 786432, 2048, 9874420
26, 819200, 2048, 9874420
27, 851968, 2048, 9874420
28, 884736, 2048, 9874420
29, 917504, 2048, 9874420
30, 950272, 2048, 9874420
31, 983040, 2048, 9874420
32, 1015808, 2048, 9874420
33, 1048576, 2048, 9874420
34, 1081344, 2048, 9874420
35, 1114112, 2048, 9874420
36, 1146880, 2048, 9874420
37, 1179648, 2048, 9874420
38, 1212416, 2048, 9874420
39, 1245184, 2048, 9874420
40, 1277952, 2048, 9874420
41, 1310720, 2048, 9874420
42, 1343488, 2048, 9874420
43, 1376256, 2048, 9874420
44, 1409024, 2048, 9874420
45, 1441792, 2048, 9874420
46, 1474560, 2048, 9874420
47, 1507328, 2048, 9874420
48, 1540096, 2048, 9874420
49, 1572864, 2048, 9874420
50, 1605632, 2048, 9874420
51, 1638400, 2048, 9874420
52, 1671168, 2048, 15385420
53, 1703936, 2048, 20896420
54, 1736704, 2048, 26407420
55, 1769472, 2048, 31918420
56, 1802240, 2048, 37429420
57, 1835008, 2048, 42940420
58, 1867776, 2048, 48451420
59, 1900544, 2048, 53962420
60, 1933312, 2048, 59473420
61, 1966080, 2048, 64984420
62, 1998848, 2048, 70495420
63, 2031616, 2048, 76006420
64, 2064384, 2048, 81517420
65, 2097152, 2048, 87028420
66, 2129920, 2048, 92539420
67, 2162688, 2048, 98050420
68, 2195456, 2048, 103561420
69, 2228224, 2048, 109072420
70, 2260992, 2048, 114583420
71, 2293760, 2048, 120094420
72, 2326528, 2048, 125605420
73, 2359296, 2048, 131116420
74, 2392064, 2048, 136627420
75, 2424832, 2048, 142138420
76, 2457600, 2048, 147649420
77, 2490368, 2048, 153160420
78, 2523136, 2048, 158671420
79, 2555904, 2048, 164182420
80, 2588672, 2048, 169693420
81, 2621440, 2048, 175204420
82, 2654208, 2048, 180715420
83, 2686976, 2048, 186226420
84, 2719744, 2048, 191737420
85, 2752512, 2048, 197248420
86, 2785280, 2048, 202759420
87, 2818048, 2048, 208270420
88, 2850816, 2048, 213781420
89, 2883584, 2048, 219292420
90, 2916352, 2048, 224803420
91, 2949120, 2048, 230314420
92, 2981888, 2048, 235825420
93, 3014656, 2048, 241336420
94, 3047424, 2048, 246847420
95, 3080192, 2048, 252358420
96, 3112960, 2048, 257869420
97, 3145728, 2048, 263380420
98, 3178496, 2048, 268891420
99, 3211264, 2048, 274402420
100, 3244032, 2048, 279913420
